,name,github_id,category,group,group_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,monthly_downloads,projectrank_placing,trending,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,new_addition,apt_id
44,logto,logto-io/logto,idp,,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-11-01 10:21:35.000000,2023-11-01 09:15:10,5075.0,531.0,260.0,35.0,4451.0,76.0,229.0,6426.0,2023-10-08 06:03:10,1.10.0,49.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",7.0,7.0,43.0,28,True,807.0,2.0,,,2605.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-10-08 05:55:33.959001,19451.0,,,,,1.0,,,,,,,,,,
45,zitadel,zitadel/zitadel,idp,,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-11-01 18:31:49.000000,2023-10-31 12:24:39,2664.0,257.0,293.0,29.0,4693.0,414.0,1342.0,5038.0,2023-10-31 13:20:01,2.40.1,100.0,"ZITADEL - Identity infrastructure, simplified foryou.",,,79.0,28,True,345.0,2.0,,,1727.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,https://charts.zitadel.com,,,,,,
46,boulder,letsencrypt/boulder,pki,,,https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-11-01 22:24:44.000000,2023-11-01 22:24:43,6332.0,66.0,537.0,140.0,4251.0,191.0,2668.0,4814.0,2023-10-30 22:45:46,release-2023-10-30,89.0,"An ACME-based certificate authority, written in Go.",,,127.0,28,True,21156.0,2.0,,['linux-foundation'],59227.0,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-10-12 16:38:19.369768,1946914.0,,,,,13.0,,,,,,,,,,
47,oathkeeper,ory/oathkeeper,machine,,,https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-10-18 15:30:38.000000,2023-09-08 08:05:44,1354.0,6.0,319.0,49.0,715.0,48.0,275.0,3094.0,2023-07-18 10:23:06,0.40.6,100.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",2.0,2.0,109.0,28,True,1183701.0,3.0,,['ory'],31196.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87561852.0,,,,,33.0,,,,,,,,,,
48,cerbos,cerbos/cerbos,authorization,,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-11-01 18:46:59.000000,2023-11-01 18:46:59,1420.0,98.0,90.0,27.0,1507.0,49.0,266.0,1970.0,2023-10-31 08:08:33,0.31.0,54.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",19.0,19.0,23.0,28,True,1534.0,3.0,,,49116.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,
49,whisper,openai/whisper,voice,,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-11-01 22:23:16.000000,2023-10-10 17:01:01,124.0,7.0,5212.0,407.0,177.0,,,47087.0,2023-09-19 00:13:44,20230918,7.0,Robust Speech Recognition via Large-Scale Weak Supervision.,21.0,21.0,60.0,27,True,230320.0,3.0,,,,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,230320.0,,,,,,,
50,authentik,goauthentik/authentik,idp,,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-11-01 22:40:15.000000,2023-11-01 17:41:48,12882.0,732.0,389.0,27.0,5628.0,407.0,1208.0,4949.0,2023-10-28 20:19:45,ersion/2023.10.2,100.0,The authentication glue you need.,,,192.0,27,True,87.0,3.0,,,2364.0,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,,
51,oso,osohq/oso,authorization,,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-10-03 18:24:42.000000,2023-07-24 15:50:06,1200.0,,159.0,31.0,1519.0,106.0,100.0,3259.0,2023-04-03 23:25:23,0.27.0,100.0,Oso is a batteries-included framework for building authorization in your application.,78.0,78.0,63.0,27,True,42611.0,3.0,,,2618.0,,,,,,,,,,oso,https://pypi.org/project/oso,42532.0,,,,,,,
52,kanidm,kanidm/kanidm,idp,,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-11-01 09:12:15.000000,2023-11-01 05:54:29,1668.0,235.0,110.0,16.0,1635.0,143.0,472.0,1711.0,2023-10-31 12:08:26,1.1.0-rc.15,17.0,"Kanidm: A simple, secure and fast identity management platform.",42.0,42.0,57.0,27,True,220.0,3.0,,,132.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-10-31 11:50:28.869580,12442.0,,,,,,,,,,,,,,,
53,jansen,janssenproject/jans,idp,,,https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-11-01 23:16:05.000000,2023-11-01 12:42:00,33135.0,383.0,50.0,30.0,3637.0,337.0,2391.0,298.0,2023-10-11 14:07:21,1.0.19,100.0,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",,,109.0,27,True,306.0,3.0,,['linux-foundation'],1226.0,,,,,,,,,,,,,,,,,,,
54,did-resolver,decentralized-identity/did-resolver,decentralized,,,https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-11-01 02:08:52.000000,2023-11-01 02:08:28,377.0,4.0,40.0,24.0,127.0,3.0,18.0,194.0,2023-03-08 14:05:37,4.1.0,24.0,Universal did-resolver for javascript environments.,4899.0,4899.0,24.0,27,True,174869.0,1.0,,['dif'],,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,174869.0,,,,,,,,,,,
55,did-jwt-vc,decentralized-identity/did-jwt-vc,decentralized,,,https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-11-01 14:52:47.000000,2023-11-01 14:52:45,354.0,32.0,38.0,24.0,92.0,3.0,46.0,156.0,2023-11-01 14:53:16,3.2.14,52.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,775.0,775.0,22.0,27,True,20936.0,1.0,,['dif'],,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,20936.0,,,,,,,,,,,
56,node-oidc-provider,panva/node-oidc-provider,authentication,,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-10-25 21:01:21.000000,2023-10-25 20:56:59,2423.0,25.0,723.0,72.0,226.0,,,2845.0,2023-10-25 21:01:30,8.4.1,100.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,2.0,2.0,67.0,26,True,187952.0,3.0,,,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,187952.0,,,,,,,,,,,
57,lemur,netflix/lemur,pki,,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-11-01 17:29:06.000000,2023-10-30 18:55:19,5911.0,268.0,308.0,407.0,4082.0,119.0,415.0,1666.0,2023-10-23 21:10:51,1.6.0,27.0,Repository for the Lemur Certificate Manager.,,,151.0,26,True,0.0,3.0,,,51.0,,,,,,,,,,,,,,,,,,,
58,conjur,cyberark/conjur,machine,,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-10-30 21:55:26.000000,2023-10-13 18:18:58,3449.0,117.0,120.0,48.0,1886.0,207.0,901.0,713.0,2023-08-04 21:07:07,1.20.0,73.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,96.0,26,True,78616.0,3.0,,,364.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,6996393.0,,,,,30.0,,,,,,,,,,
59,firefly,iotaledger/firefly,decentralized,,iota,https://github.com/iotaledger/firefly,https://github.com/iotaledger/firefly,Apache-2.0,2020-04-30 16:27:21,2023-11-01 17:05:13.000000,2023-10-30 15:46:18,2638.0,219.0,97.0,46.0,3402.0,160.0,3671.0,455.0,2023-10-24 15:27:46,desktop-shimmer-2.1.9,90.0,The official IOTA and Shimmer wallet.,,,39.0,26,True,4570.0,2.0,,,146253.0,,,,,,,,,,,,,,,,,,True,
60,veramo,uport-project/veramo,decentralized,,,https://github.com/decentralized-identity/veramo,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2023-11-01 22:02:57.000000,2023-11-01 20:07:09,1816.0,63.0,102.0,23.0,728.0,60.0,348.0,358.0,2023-10-09 11:46:16,5.5.3,42.0,A JavaScript Framework for Verifiable Data.,512.0,512.0,49.0,26,True,,2.0,,,,,,,,decentralized-identity/veramo,,,,,,,,,,,,,,
61,athenz,athenz/athenz,pki,,,https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-11-01 23:26:55.000000,2023-10-30 23:22:13,2864.0,122.0,253.0,53.0,2135.0,38.0,195.0,811.0,2023-10-30 23:17:55,1.11.45,100.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,26.0,26.0,78.0,25,True,,3.0,,['linux-foundation'],,,,,,,,,,,,,,,,,,,,
62,aries-python,hyperledger/aries-cloudagent-python,decentralized,,aries,https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-11-01 21:28:10.000000,2023-11-01 21:10:45,8255.0,503.0,425.0,29.0,1515.0,227.0,842.0,373.0,2023-10-09 18:00:40,0.10.4,69.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,,126.0,25,True,,2.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
63,node-solid-server,nodesolidserver/node-solid-server,decentralized,,,https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-10-20 15:23:04.000000,2023-09-03 08:06:59,2952.0,1.0,288.0,80.0,832.0,285.0,610.0,1755.0,2023-03-17 17:09:04,5.7.7,51.0,Solid server on top of the file-system in NodeJS.,2.0,2.0,85.0,24,True,11833.0,2.0,,['solid'],,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-09-03 08:18:28.394842,946937.0,,solid-server,https://www.npmjs.com/package/solid-server,3225.0,4.0,,,,,,,,,,
64,universal-resolver,decentralized-identity/universal-resolver,decentralized,,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-11-01 18:24:22.000000,2023-10-31 12:34:13,1670.0,47.0,213.0,61.0,275.0,24.0,80.0,492.0,2022-01-07 16:42:38,0.5.0,6.0,Universal Resolver implementation and drivers.,,,98.0,24,True,1537.0,2.0,,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-10-31 12:38:45.757756,115308.0,,,,,,,,,,,,,,,
65,iota-sdk,iotaledger/iota-sdk,decentralized,,iota,https://github.com/iotaledger/iota-sdk,https://github.com/iotaledger/iota-sdk,Apache-2.0,2023-03-20 17:28:44,2023-11-01 23:16:10.000000,2023-10-31 08:54:00,4350.0,154.0,31.0,12.0,933.0,102.0,508.0,33.0,2023-10-31 09:47:01,iota-sdk-python-v1.1.1,65.0,The IOTA SDK provides developers with a seamless experience to develop on IOTA by providing account abstractions and..,12.0,12.0,92.0,24,False,1422.0,2.0,,,9958.0,,,,,,,,,,,,,,,,,,True,
66,supertokens,supertokens/supertokens-core,idp,,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-11-01 12:24:12.000000,2023-11-01 07:09:34,906.0,74.0,391.0,63.0,413.0,99.0,341.0,10549.0,2023-11-01 12:21:41,7.0.9,49.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,25.0,23,True,,3.0,,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
67,howdy,boltgolt/howdy,authentication,,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-10-24 13:34:43.000000,2023-09-24 10:25:45,558.0,21.0,269.0,57.0,139.0,174.0,533.0,4978.0,2020-09-02 15:57:23,2.6.1,11.0,Windows Hello style facial authentication for Linux.,,,60.0,23,True,206.0,3.0,,,14256.0,,,,,,,,,,,,,,,,,,,howdy
68,opal,permitio/opal,authorization,,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-10-18 01:44:15.000000,2023-10-09 09:18:09,1677.0,27.0,116.0,20.0,337.0,32.0,76.0,1871.0,2023-09-14 19:06:35,0.7.4,32.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,45.0,23,True,3755.0,3.0,,,536.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,123358.0,,,,,,,,,,,,,,,
69,permify,permify/permify,authorization,,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-11-01 21:09:54.000000,2023-11-01 21:09:50,2066.0,358.0,59.0,15.0,665.0,30.0,95.0,1733.0,2023-10-25 14:48:00,0.5.5,39.0,Permify is an open-source authorization service inspired by Google Zanzibar.,,,27.0,23,True,75.0,3.0,,,1136.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
70,freeipa,freeipa/freeipa,idp,,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-11-01 20:10:52.000000,2023-10-23 11:35:01,15701.0,58.0,302.0,51.0,7066.0,,,1012.0,,,,"Mirror of FreeIPA, an integrated security information management solution.",,,219.0,23,True,40448.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-11-01 05:55:03.634217,5581848.0,,,,,156.0,,,,,,,,,,
71,dwn-sdk-js,TBD54566975/dwn-sdk-js,decentralized,,,https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-11-01 21:48:01.000000,2023-11-01 21:46:25,389.0,79.0,87.0,17.0,364.0,44.0,177.0,309.0,2023-10-05 22:31:42,0.2.4,22.0,Decentralized Web Node (DWN) Reference implementation.,108.0,108.0,40.0,23,True,,2.0,,['web5'],,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,,
72,aries-vcx,hyperledger/aries-vcx,decentralized,,aries,https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-11-01 21:22:58.000000,2023-11-01 15:47:49,9696.0,91.0,40.0,11.0,879.0,43.0,117.0,59.0,2023-10-25 15:52:57,0.61.0,68.0,"aries-vcx is set of crates to work with DIDs, DID Documents, DIDComm, Verifiable Credentials and Hyperledger Aries.",4.0,4.0,140.0,23,False,292.0,2.0,,['hyperledger'],11401.0,,,,,,,,,,,,,,,,,,,
73,deepfacelive,iperov/DeepFaceLive,face,,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,2735.0,274.0,25.0,1.0,142.0,18773.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,Real-time face swap for PC streaming or video calls.,,,11.0,22,True,21694.0,3.0,,,629136.0,,,,,,,,,,,,,,,,,,,
74,openbr,biometrics/openbr,face,,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-10-12 18:24:15.000000,2023-08-24 19:41:37,4024.0,3.0,752.0,254.0,326.0,63.0,209.0,2810.0,2015-09-29 22:50:55,1.1.0,4.0,"Open Source Biometrics, Face Recognition.",,,55.0,22,False,912.0,3.0,,,109493.0,,,,,,,,,,,,,,,,,,,
75,keystone,openstack/keystone,idp,,,https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-10-09 06:25:26.000000,2023-10-06 17:10:29,14874.0,17.0,650.0,114.0,17.0,,,669.0,,,,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,117.0,117.0,719.0,22,True,,3.0,,['openstack'],,,,,,,,,,,,,,,,,,,,
76,web-did-resolver,decentralized-identity/web-did-resolver,decentralized,,,https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-10-30 04:42:04.000000,2023-10-30 01:38:24,272.0,16.0,15.0,14.0,114.0,1.0,10.0,76.0,2023-07-03 18:25:08,2.0.27,38.0,DID resolver for HTTPS domains.,757.0,757.0,12.0,22,False,19823.0,2.0,,['dif'],,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,19823.0,,,,,,,,,,,
77,Stronghold,iotaledger/stronghold.rs,decentralized,,iota,https://github.com/iotaledger/stronghold.rs,https://github.com/iotaledger/stronghold.rs,Apache-2.0,2020-06-04 14:17:16,2023-10-30 14:56:45.000000,2023-06-29 10:29:45,1759.0,,47.0,40.0,396.0,6.0,70.0,456.0,2023-07-27 15:07:51,iota-stronghold-v2.0.0,61.0,Stronghold is a secret management engine written in rust.,197.0,197.0,31.0,21,True,0.0,2.0,,,26.0,,,,,,,,,,,,,,,,,,True,
78,sidetree,decentralized-identity/sidetree,standards,,,https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-09-28 17:59:07.000000,2023-04-04 19:14:54,1149.0,,102.0,40.0,680.0,37.0,441.0,428.0,2021-03-09 22:06:35,1.0.2,12.0,Sidetree Specification and Reference Implementation.,30.0,30.0,47.0,21,True,,1.0,,['dif'],,,,,,,,,,,,,,,,,,,,
79,aries-framework-go,hyperledger/aries-framework-go,decentralized,,aries,https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,11.0,155.0,19.0,2046.0,387.0,1196.0,235.0,2023-05-09 10:57:15,0.3.2,14.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,2.0,2.0,59.0,21,True,,2.0,-1.0,['hyperledger'],,,,,,,,,,,,,,,,,,,,
80,facenet,davidsandberg/facenet,face,,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4661.0,567.0,122.0,498.0,618.0,13251.0,,,,Face recognition using Tensorflow.,,,36.0,20,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
81,gotrue,netlify/gotrue,idp,,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-10-25 19:52:07.000000,2023-08-31 21:53:17,639.0,1.0,268.0,66.0,221.0,10.0,120.0,3587.0,2022-02-09 12:50:28,1.0.1,2.0,An SWT based API for managing users and issuing SWT tokens.,10.0,10.0,39.0,20,True,,3.0,,,,,,,,,,,,,,,,,,,,,,
82,appauth-ios,openid/appauth-ios,authentication,,,https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-10-31 00:29:40.000000,2023-10-25 17:45:50,394.0,3.0,650.0,93.0,307.0,151.0,318.0,1603.0,2023-05-01 17:52:41,1.6.2,25.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,50.0,20,True,,3.0,-1.0,['openid'],,,,,,,,,,,,,,,,,,,,
83,webauthn,w3c/webauthn,standards,,,https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-11-01 05:15:43.000000,2023-10-11 18:56:38,2154.0,60.0,148.0,172.0,828.0,82.0,1024.0,1042.0,2018-03-20 13:11:25,CR-00-20180320,7.0,Web Authentication: An API for accessing Public Key Credentials.,,,72.0,20,True,,2.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
84,aries-framework-javascript,hyperledger/aries-framework-javascript,decentralized,,aries,https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-11-01 16:42:08.000000,2023-10-31 20:17:34,830.0,37.0,143.0,26.0,986.0,165.0,442.0,207.0,2023-10-05 13:35:35,0.4.2,77.0,Aries Framework JavaScript (Built using TypeScript).,2.0,2.0,56.0,20,True,,3.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
85,appauth-android,openid/appauth-android,authentication,,,https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-11-01 18:36:13.000000,2023-07-12 07:05:13,339.0,,792.0,238.0,233.0,171.0,525.0,2576.0,,,,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,47.0,19,True,,3.0,,['openid'],,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,
86,ja3,salesforce/ja3,pki,,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,2.0,270.0,96.0,42.0,28.0,23.0,2335.0,,,,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,26.0,19,True,1922.0,3.0,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1922.0,,,,,,,
87,ladon,ory/ladon,authorization,,,https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,221.0,64.0,103.0,4.0,54.0,2279.0,2020-04-30 07:36:33,1.2.0,40.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,,50.0,18,True,,3.0,,['ory'],,,,,,,,,,,,,,,,,,,,
88,aries-rfcs,hyperledger/aries-rfcs,standards,,,https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-10-24 17:38:12.000000,2023-07-24 21:30:11,2151.0,,206.0,58.0,573.0,52.0,171.0,311.0,,,,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,,84.0,18,True,,2.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
89,vc-data-model,w3c/vc-data-model,standards,,,https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-11-01 16:21:18.000000,2023-11-01 11:20:01,1587.0,161.0,78.0,82.0,683.0,64.0,566.0,257.0,,,,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,,62.0,18,True,,2.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
90,spruceid-ssi,spruceid/ssi,decentralized,,spruceid,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-11-01 15:52:00.000000,2023-11-01 15:51:52,531.0,8.0,46.0,29.0,353.0,73.0,103.0,157.0,,,,Core library for decentralized identity.,113.0,113.0,23.0,18,True,,3.0,,,,,,,,,,,,,,,,,,,,,,
91,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,decentralized,,aries,https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-11-01 18:22:18.000000,2023-10-31 23:55:50,1594.0,76.0,104.0,21.0,772.0,66.0,173.0,119.0,,,,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,,40.0,18,True,,3.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
92,trinsic-okapi,trinsic-id/okapi,decentralized,,trinsic-id,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-10-27 23:00:14.000000,2023-09-11 22:25:57,541.0,1.0,11.0,11.0,532.0,26.0,80.0,26.0,2022-05-29 21:14:21,1.6.0,19.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,542.0,542.0,14.0,18,False,591.0,3.0,-1.0,,17748.0,,,,,,,,,,,,,,,,,,,
93,ion,decentralized-identity/ion,decentralized,,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,1.0,159.0,90.0,184.0,70.0,68.0,1216.0,2022-06-09 01:42:53,1.0.4,17.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,31.0,17,True,,3.0,-1.0,,,,,,,,,,,,,,,,,,,,,
94,solid-specification,solid/specification,standards,,solid-project,https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-11-01 17:36:18.000000,2023-11-01 08:46:32,955.0,45.0,36.0,49.0,195.0,186.0,134.0,439.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,Solid Technical Reports.,,,21.0,17,True,,2.0,2.0,['solid'],,,,,,,,,,,,,,,,,,,,
95,barbican,openstack/barbican,pki,,,https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-10-14 20:52:49.000000,2023-10-14 20:52:15,3589.0,18.0,66.0,27.0,5.0,,,226.0,,,,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,,297.0,17,True,,3.0,,['openstack'],,,,,,,,,,,,,,,,,,,,
96,tbd-ssi-sdk,tbd54566975/ssi-sdk,decentralized,,,https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-11-01 15:46:55.000000,2023-11-01 15:45:58,312.0,27.0,52.0,12.0,322.0,47.0,107.0,186.0,,,4.0,self sovereign identity sdk.,33.0,33.0,16.0,17,True,,3.0,,['web5'],,,,,,,,,,,,,,,,,,,,
