,name,github_id,category,group,group_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,monthly_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
40,doorkeeper,doorkeeper-gem/doorkeeper,authentication,,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-11-09 08:27:43.000000,2023-11-09 08:27:43,2381.0,20.0,1003.0,106.0,818.0,24.0,829.0,5211.0,2023-03-29 07:20:04,5.6.6,62.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,8221.0,8221.0,313.0,29,True,,3.0,,,,,,,,,,,,,,,,,,,,doorkeeper,
41,keto,ory/keto,authorization,,,https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-11-08 03:48:48.000000,2023-10-18 14:17:30,1482.0,29.0,308.0,58.0,1086.0,45.0,256.0,4311.0,,,50.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",19.0,19.0,71.0,29,True,747602.0,3.0,['ory'],17677.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50816992.0,,,,,,6.0,,,,,,,,,
42,identity-server,duendesoftware/identityserver,authentication,,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-11-09 13:49:10.000000,2023-11-09 13:49:05,5131.0,179.0,266.0,38.0,730.0,52.0,244.0,1181.0,2023-09-20 14:53:26,6.3.5,47.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,1410.0,1410.0,293.0,29,True,,3.0,,,,,,,,,,,,,,,,,,,,,
43,whisper,openai/whisper,voice,,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-11-09 14:15:41.000000,2023-11-06 18:14:04,132.0,14.0,5336.0,424.0,184.0,,,48480.0,2023-11-06 18:16:19,20231106,9.0,Robust Speech Recognition via Large-Scale Weak Supervision.,21.0,21.0,64.0,28,True,225341.0,3.0,,,,,,,1.0,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,225341.0,,,,,,
44,authelia,authelia/authelia,idp,,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-11-09 03:19:42.000000,2023-11-09 02:05:32,4931.0,315.0,952.0,158.0,4758.0,71.0,1080.0,17776.0,2022-12-21 09:01:04,4.37.5,100.0,The Single Sign-On Multi-Factor portal for web apps.,,,132.0,28,True,614.0,2.0,,28282.0,,,,,,,,,,,,,,,,,,,
45,logto,logto-io/logto,idp,,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-11-09 15:17:45.000000,2023-11-09 07:15:26,5123.0,559.0,264.0,35.0,4496.0,69.0,237.0,6448.0,2023-11-03 05:40:52,1.10.1,50.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",7.0,7.0,43.0,28,True,822.0,2.0,,2634.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-11-03 05:36:21.305020,19859.0,,,,,,1.0,,,,,,,,,
46,zitadel,zitadel/zitadel,idp,,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-11-09 16:50:12.000000,2023-11-09 10:38:34,2683.0,245.0,297.0,31.0,4711.0,421.0,1352.0,5159.0,2023-11-08 14:17:24,2.40.5,100.0,"ZITADEL - Identity infrastructure, simplified foryou.",,,84.0,28,True,365.0,2.0,,1463.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
47,boulder,letsencrypt/boulder,pki,,,https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-11-09 17:54:18.000000,2023-11-09 00:31:28,6342.0,69.0,538.0,140.0,4270.0,196.0,2668.0,4818.0,2023-11-07 17:37:35,release-2023-11-07,90.0,"An ACME-based certificate authority, written in Go.",,,127.0,28,True,21184.0,2.0,['linux-foundation'],59490.0,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-10-12 16:38:19.369768,1948556.0,,,,,,13.0,,,,,,,,,
48,oathkeeper,ory/oathkeeper,machine,,,https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-10-18 15:30:38.000000,2023-09-08 08:05:44,1354.0,4.0,321.0,48.0,715.0,49.0,275.0,3102.0,2023-07-18 10:23:06,0.40.6,100.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",2.0,2.0,109.0,28,True,1184099.0,3.0,['ory'],31445.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87591119.0,,,,,,33.0,,,,,,,,,
49,cerbos,cerbos/cerbos,authorization,,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-11-09 17:37:01.000000,2023-11-07 10:37:33,1425.0,93.0,92.0,27.0,1514.0,49.0,266.0,2016.0,2023-10-31 08:08:33,0.31.0,54.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",19.0,19.0,23.0,28,True,1556.0,3.0,,49799.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
50,authentik,goauthentik/authentik,idp,,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-11-09 18:04:52.000000,2023-11-09 17:43:00,12942.0,755.0,394.0,28.0,5708.0,414.0,1222.0,5007.0,2023-11-09 17:50:51,ersion/2023.10.3,100.0,The authentication glue you need.,,,194.0,27,True,88.0,3.0,,2379.0,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
51,oso,osohq/oso,authorization,,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-11-06 21:56:37.000000,2023-07-24 15:50:06,1200.0,,159.0,31.0,1520.0,107.0,100.0,3273.0,2023-04-03 23:25:23,0.27.0,100.0,Oso is a batteries-included framework for building authorization in your application.,78.0,78.0,63.0,27,True,41674.0,3.0,,2644.0,,,,,,,,,,,oso,https://pypi.org/project/oso,41594.0,,,,,,
52,kanidm,kanidm/kanidm,idp,,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-11-09 07:21:32.000000,2023-11-09 05:15:12,1682.0,234.0,111.0,16.0,1649.0,141.0,477.0,1725.0,2023-10-31 12:08:26,1.1.0-rc.15,17.0,"Kanidm: A simple, secure and fast identity management platform.",42.0,42.0,57.0,27,True,231.0,3.0,,136.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-10-31 11:50:28.869580,13055.0,,,,,,,,,,,,,,,
53,did-resolver,decentralized-identity/did-resolver,decentralized,,,https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-11-06 18:32:20.000000,2023-11-06 01:17:32,378.0,5.0,40.0,23.0,127.0,3.0,18.0,194.0,2023-03-08 14:05:37,4.1.0,24.0,Universal did-resolver for javascript environments.,4947.0,4947.0,24.0,27,True,165601.0,1.0,['dif'],,,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,165601.0,,,,,,,,,,
54,did-jwt-vc,decentralized-identity/did-jwt-vc,decentralized,,,https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-11-06 04:10:02.000000,2023-11-06 01:34:30,355.0,32.0,38.0,24.0,92.0,2.0,47.0,156.0,2023-11-01 14:53:16,3.2.14,52.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,782.0,782.0,22.0,27,True,19099.0,1.0,['dif'],,,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,19099.0,,,,,,,,,,
55,node-oidc-provider,panva/node-oidc-provider,authentication,,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-10-25 21:01:21.000000,2023-10-25 20:56:59,2423.0,24.0,722.0,72.0,226.0,,,2851.0,2023-10-25 21:01:30,8.4.1,100.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,2.0,2.0,67.0,26,True,183035.0,3.0,,,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,183035.0,,,,,,,,,,
56,lemur,netflix/lemur,pki,,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-11-06 21:07:19.000000,2023-11-06 21:07:19,5946.0,291.0,310.0,408.0,4094.0,119.0,415.0,1670.0,2023-10-23 21:10:51,1.6.0,27.0,Repository for the Lemur Certificate Manager.,,,151.0,26,True,0.0,3.0,,51.0,,,,,,,,,,,,,,,,,,,
57,conjur,cyberark/conjur,machine,,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-10-30 21:55:26.000000,2023-10-13 18:18:58,3449.0,90.0,120.0,48.0,1886.0,207.0,901.0,715.0,2023-08-04 21:07:07,1.20.0,73.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,96.0,26,True,78668.0,3.0,,366.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,7001083.0,,,,,,30.0,,,,,,,,,
58,firefly,iotaledger/firefly,decentralized,,iota,https://github.com/iotaledger/firefly,https://github.com/iotaledger/firefly,Apache-2.0,2020-04-30 16:27:21,2023-11-09 17:05:00.000000,2023-11-05 18:34:18,2645.0,226.0,97.0,46.0,3409.0,142.0,3699.0,456.0,2023-10-24 15:27:46,desktop-shimmer-2.1.9,90.0,The official IOTA and Shimmer wallet.,,,39.0,26,True,4585.0,2.0,,146748.0,,,,,,,,,,,,,,,,,,,
59,veramo,uport-project/veramo,decentralized,,,https://github.com/decentralized-identity/veramo,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2023-11-09 14:05:21.000000,2023-11-07 16:21:48,1817.0,53.0,103.0,23.0,729.0,61.0,348.0,358.0,2023-10-09 11:46:16,5.5.3,42.0,A JavaScript Framework for Verifiable Data.,516.0,516.0,50.0,26,True,,2.0,,,,,,,,decentralized-identity/veramo,,,,,,,,,,,,,
60,jansen,janssenproject/jans,idp,,,https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-11-09 17:18:12.000000,2023-11-09 16:58:33,33203.0,414.0,50.0,30.0,3701.0,342.0,2409.0,303.0,2023-11-09 16:05:09,1.0.20,100.0,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",,,109.0,26,True,118.0,3.0,['linux-foundation'],355.0,,,,,-1.0,,,,,,,,,,,,,,
61,athenz,athenz/athenz,pki,,,https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-11-09 14:25:47.000000,2023-11-09 14:25:46,2877.0,126.0,255.0,53.0,2147.0,35.0,198.0,811.0,2023-11-07 17:58:44,1.11.46,100.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,26.0,26.0,79.0,25,True,,3.0,['linux-foundation'],,,,,,,,,,,,,,,,,,,,
62,aries-python,hyperledger/aries-cloudagent-python,decentralized,,aries,https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-11-09 16:57:51.000000,2023-11-08 21:27:25,8280.0,465.0,428.0,29.0,1528.0,229.0,847.0,373.0,2023-10-09 18:00:40,0.10.4,69.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,,126.0,25,True,,2.0,['hyperledger'],,,,,,,,,,,,,,,,,,,,
63,node-solid-server,nodesolidserver/node-solid-server,decentralized,,,https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-10-20 15:23:04.000000,2023-09-03 08:06:59,2952.0,1.0,288.0,80.0,832.0,285.0,610.0,1754.0,2023-03-17 17:09:04,5.7.7,51.0,Solid server on top of the file-system in NodeJS.,2.0,2.0,85.0,24,True,11188.0,2.0,['solid'],,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-09-03 08:18:28.394842,949726.0,,,solid-server,https://www.npmjs.com/package/solid-server,2555.0,4.0,,,,,,,,,
64,universal-resolver,decentralized-identity/universal-resolver,decentralized,,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-11-09 12:41:08.000000,2023-11-09 10:51:30,1672.0,43.0,213.0,60.0,276.0,24.0,80.0,493.0,2022-01-07 16:42:38,0.5.0,6.0,Universal Resolver implementation and drivers.,,,98.0,24,True,1541.0,2.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-11-09 10:52:54.013835,115583.0,,,,,,,,,,,,,,,
65,iota-sdk,iotaledger/iota-sdk,decentralized,,iota,https://github.com/iotaledger/iota-sdk,https://github.com/iotaledger/iota-sdk,Apache-2.0,2023-03-20 17:28:44,2023-11-09 17:10:27.000000,2023-11-08 09:35:01,4352.0,153.0,32.0,12.0,964.0,106.0,521.0,34.0,2023-10-31 09:47:01,iota-sdk-python-v1.1.1,65.0,The IOTA SDK provides developers with a seamless experience to develop on IOTA by providing account abstractions and..,13.0,13.0,92.0,24,False,1542.0,2.0,,10799.0,,,,,,,,,,,,,,,,,,,
66,supertokens,supertokens/supertokens-core,idp,,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-11-06 11:02:36.000000,2023-11-03 10:33:11,908.0,76.0,391.0,63.0,416.0,99.0,341.0,10611.0,2023-11-03 13:05:12,6.0.16,51.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,25.0,23,True,,3.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
67,howdy,boltgolt/howdy,authentication,,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-11-09 14:42:55.000000,2023-09-24 10:25:45,558.0,19.0,271.0,58.0,141.0,176.0,534.0,4992.0,2020-09-02 15:57:23,2.6.1,11.0,Windows Hello style facial authentication for Linux.,,,60.0,23,True,208.0,3.0,,14354.0,,,,,,,,,,,,,,,,,,,howdy
68,opal,permitio/opal,authorization,,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-10-18 01:44:15.000000,2023-10-09 09:18:09,1677.0,24.0,116.0,20.0,337.0,32.0,76.0,1881.0,2023-09-14 19:06:35,0.7.4,32.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,45.0,23,True,3817.0,3.0,,536.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,125406.0,,,,,,,,,,,,,,,
69,permify,permify/permify,authorization,,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-11-09 12:58:18.000000,2023-11-07 22:04:59,2084.0,346.0,61.0,15.0,671.0,26.0,105.0,1752.0,2023-11-02 07:39:49,0.5.6,40.0,Permify is an open-source authorization service inspired by Google Zanzibar.,,,27.0,23,True,75.0,3.0,,1138.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
70,freeipa,freeipa/freeipa,idp,,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-11-09 12:30:42.000000,2023-11-02 13:47:50,15703.0,53.0,303.0,50.0,7069.0,,,1018.0,,,,"Mirror of FreeIPA, an integrated security information management solution.",,,219.0,23,True,40495.0,3.0,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-11-08 08:36:49.631276,5588440.0,,,,,,156.0,,,,,,,,,
71,dwn-sdk-js,TBD54566975/dwn-sdk-js,decentralized,,,https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-11-09 16:46:49.000000,2023-11-07 23:14:17,402.0,88.0,87.0,17.0,377.0,45.0,178.0,309.0,2023-11-06 22:29:17,0.2.6,24.0,Decentralized Web Node (DWN) Reference implementation.,111.0,111.0,40.0,23,True,,2.0,['web5'],,,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,
72,aries-vcx,hyperledger/aries-vcx,decentralized,,aries,https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-11-09 14:21:15.000000,2023-11-09 11:33:30,9707.0,94.0,41.0,12.0,885.0,49.0,117.0,60.0,2023-10-25 15:52:57,0.61.0,68.0,"aries-vcx is set of crates to work with DIDs, DID Documents, DIDComm, Verifiable Credentials and Hyperledger Aries.",4.0,4.0,141.0,23,False,292.0,2.0,['hyperledger'],11401.0,,,,,,,,,,,,,,,,,,,
73,deepfacelive,iperov/DeepFaceLive,face,,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,2744.0,274.0,25.0,1.0,143.0,18856.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,Real-time face swap for PC streaming or video calls.,,,11.0,22,True,22080.0,3.0,,640340.0,,,,,,,,,,,,,,,,,,,
74,openbr,biometrics/openbr,face,,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-11-06 16:57:03.000000,2023-08-24 19:41:37,4024.0,3.0,752.0,254.0,326.0,63.0,209.0,2812.0,2015-09-29 22:50:55,1.1.0,4.0,"Open Source Biometrics, Face Recognition.",,,55.0,22,False,912.0,3.0,,109528.0,,,,,,,,,,,,,,,,,,,
75,keystone,openstack/keystone,idp,,,https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-11-07 18:33:36.000000,2023-11-07 18:33:01,14876.0,13.0,650.0,114.0,17.0,,,669.0,,,,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,118.0,118.0,719.0,22,True,,3.0,['openstack'],,,,,,,,,,,,,,,,,,,,
76,web-did-resolver,decentralized-identity/web-did-resolver,decentralized,,,https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-11-06 03:51:55.000000,2023-11-06 01:18:53,273.0,15.0,15.0,14.0,114.0,1.0,10.0,76.0,2023-07-03 18:25:08,2.0.27,38.0,DID resolver for HTTPS domains.,771.0,771.0,12.0,22,False,19659.0,2.0,['dif'],,,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,19659.0,,,,,,,,,,
77,webauthn,w3c/webauthn,standards,,,https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-11-01 05:15:43.000000,2023-10-11 18:56:38,2154.0,58.0,150.0,174.0,828.0,83.0,1025.0,1047.0,2018-03-20 13:11:25,CR-00-20180320,7.0,Web Authentication: An API for accessing Public Key Credentials.,,,72.0,21,True,,1.0,['w3c'],,,,,,1.0,,,,,,,,,,,,,,
78,Stronghold,iotaledger/stronghold.rs,decentralized,,iota,https://github.com/iotaledger/stronghold.rs,https://github.com/iotaledger/stronghold.rs,Apache-2.0,2020-06-04 14:17:16,2023-10-30 14:56:45.000000,2023-06-29 10:29:45,1759.0,,46.0,39.0,396.0,6.0,70.0,456.0,2023-07-27 15:07:51,iota-stronghold-v2.0.0,61.0,Stronghold is a secret management engine written in rust.,199.0,199.0,31.0,21,True,0.0,2.0,,26.0,,,,,,,,,,,,,,,,,,,
79,sidetree,decentralized-identity/sidetree,standards,,,https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-09-28 17:59:07.000000,2023-04-04 19:14:54,1149.0,,102.0,40.0,680.0,37.0,441.0,428.0,2021-03-09 22:06:35,1.0.2,12.0,Sidetree Specification and Reference Implementation.,30.0,30.0,47.0,21,True,,1.0,['dif'],,,,,,,,,,,,,,,,,,,,
80,facenet,davidsandberg/facenet,face,,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4662.0,566.0,122.0,497.0,619.0,13264.0,,,,Face recognition using Tensorflow.,,,36.0,20,False,,3.0,,,,,,,,,,,,,,,,,,,,,
81,gotrue,netlify/gotrue,idp,,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-10-25 19:52:07.000000,2023-08-31 21:53:17,639.0,1.0,269.0,66.0,221.0,10.0,120.0,3592.0,2022-02-09 12:50:28,1.0.1,2.0,An SWT based API for managing users and issuing SWT tokens.,10.0,10.0,39.0,20,True,,3.0,,,,,,,,,,,,,,,,,,,,,
82,appauth-ios,openid/appauth-ios,authentication,,,https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-10-31 00:29:40.000000,2023-10-25 17:45:50,394.0,3.0,652.0,93.0,307.0,151.0,321.0,1606.0,2023-05-01 17:52:41,1.6.2,25.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,50.0,20,True,,3.0,['openid'],,,,,,,,,,,,,,,,,,,,
83,aries-framework-go,hyperledger/aries-framework-go,decentralized,,aries,https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,9.0,155.0,19.0,2046.0,387.0,1196.0,235.0,2023-05-09 10:57:15,0.3.2,14.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,2.0,2.0,59.0,20,True,,3.0,['hyperledger'],,,,,,-1.0,,,,,,,,,,,,,,
84,aries-framework-javascript,hyperledger/aries-framework-javascript,decentralized,,aries,https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-11-09 12:30:13.000000,2023-11-09 12:27:28,837.0,41.0,143.0,26.0,989.0,167.0,448.0,207.0,2023-10-05 13:35:35,0.4.2,77.0,Aries Framework JavaScript (Built using TypeScript).,2.0,2.0,56.0,20,True,,3.0,['hyperledger'],,,,,,,,,,,,,,,,,,,,
85,appauth-android,openid/appauth-android,authentication,,,https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-11-01 18:36:13.000000,2023-07-12 07:05:13,339.0,,794.0,238.0,233.0,171.0,525.0,2577.0,,,,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,47.0,19,True,,3.0,['openid'],,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
86,ja3,salesforce/ja3,pki,,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,2.0,270.0,96.0,42.0,28.0,23.0,2339.0,,,,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,26.0,19,True,1827.0,3.0,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1827.0,,,,,,
87,ladon,ory/ladon,authorization,,,https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,220.0,64.0,103.0,4.0,54.0,2280.0,2020-04-30 07:36:33,1.2.0,40.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,,50.0,18,True,,3.0,['ory'],,,,,,,,,,,,,,,,,,,,
88,aries-rfcs,hyperledger/aries-rfcs,standards,,,https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-11-07 22:43:18.000000,2023-07-24 21:30:11,2151.0,,206.0,58.0,575.0,52.0,171.0,311.0,,,,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,,84.0,18,True,,2.0,['hyperledger'],,,,,,,,,,,,,,,,,,,,
89,vc-data-model,w3c/vc-data-model,standards,,,https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-11-09 17:56:53.000000,2023-11-07 16:11:38,1615.0,156.0,78.0,82.0,686.0,54.0,578.0,258.0,,,,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,,62.0,18,True,,2.0,['w3c'],,,,,,,,,,,,,,,,,,,,
90,spruceid-ssi,spruceid/ssi,decentralized,,spruceid,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-11-09 00:17:09.000000,2023-11-01 15:51:52,531.0,8.0,46.0,29.0,353.0,73.0,103.0,156.0,,,,Core library for decentralized identity.,113.0,113.0,23.0,18,True,,3.0,,,,,,,,,,,,,,,,,,,,,
91,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,decentralized,,aries,https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-11-08 23:18:45.000000,2023-11-08 23:18:44,1599.0,73.0,105.0,21.0,775.0,67.0,173.0,121.0,,,,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,,40.0,18,True,,3.0,['hyperledger'],,,,,,,,,,,,,,,,,,,,
92,trinsic-okapi,trinsic-id/okapi,decentralized,,trinsic-id,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-10-27 23:00:14.000000,2023-09-11 22:25:57,541.0,1.0,11.0,11.0,532.0,26.0,80.0,26.0,2022-05-29 21:14:21,1.6.0,19.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,544.0,544.0,14.0,18,False,594.0,3.0,,17841.0,,,,,,,,,,,,,,,,,,,
